ticker,strategy,entry_date,exit_date,entry_price,exit_price,qty,pnl,pnl_pct,holding_days,exit_reason
005930,mean_reversion,2021-08-13,2021-09-01,67590.5855625,69631.54875,29,58885.0,3.02,19,전략 매도
005930,mean_reversion,2021-10-12,2021-11-02,62982.79878515624,65134.39805859375,31,66397.0,3.42,21,전략 매도
005930,mean_reversion,2022-01-27,2022-02-10,65376.15459374999,68997.3710625,30,108326.0,5.54,14,전략 매도
005930,mean_reversion,2022-04-08,2022-04-27,62488.28132421874,59787.949078125,32,-86698.0,-4.32,19,손절
005930,mean_reversion,2022-04-27,2022-04-29,59907.644671874994,61995.50103515625,33,68592.0,3.49,2,전략 매도
005930,mean_reversion,2022-06-13,2022-06-17,57234.84563671875,55004.90878125,34,-76098.0,-3.9,4,손절
005930,mean_reversion,2022-06-17,2022-06-22,55115.02871874999,52981.325015625,36,-77099.0,-3.87,5,손절
005930,mean_reversion,2022-06-22,2022-07-08,53087.39373437499,54323.2707890625,37,45426.0,2.33,16,전략 매도
005930,mean_reversion,2022-09-28,2022-10-04,49053.73519921875,51435.23593359375,40,94951.0,4.85,6,전략 매도
005930,mean_reversion,2024-08-05,2024-08-13,69100.84431249999,73502.345953125,28,122933.0,6.37,8,익절
005930,mean_reversion,2024-09-05,2024-09-10,66778.11765624999,63940.28867578125,29,-82575.0,-4.25,5,손절
005930,mean_reversion,2024-09-10,2024-09-19,64068.29726171874,60946.09836328125,31,-97072.0,-4.87,9,손절
005930,mean_reversion,2024-09-19,2024-10-04,61068.11257421874,58859.846859375,32,-70947.0,-3.62,15,손절
005930,mean_reversion,2024-10-10,2024-10-24,57323.19561718749,54974.7124453125,34,-80129.0,-4.1,14,손절
005930,mean_reversion,2024-10-25,2024-10-29,54403.50931640624,57888.56520703125,36,125149.0,6.41,4,익절
005930,mean_reversion,2024-11-12,2024-11-13,51581.146804687494,49147.00301953125,38,-92778.0,-4.72,1,손절
005930,mean_reversion,2024-11-13,2024-11-18,49245.39541796874,55071.83787890625,40,232727.0,11.83,5,익절
005930,dual_momentum,2021-01-28,2021-03-10,75369.33310156249,72702.47475,26,-69622.0,-3.54,41,손절
005930,dual_momentum,2021-03-10,2021-03-11,72848.02524999999,73690.9930546875,27,22462.0,1.16,1,전략 매도
005930,dual_momentum,2021-04-08,2021-04-28,76608.7196875,74108.7155390625,25,-62778.0,-3.26,20,손절
005930,dual_momentum,2021-04-28,2021-04-29,74257.08133593749,73747.6706953125,26,-13532.0,-0.69,1,전략 매도
005930,dual_momentum,2021-08-06,2021-08-11,74040.74803125,71172.8574609375,26,-74843.0,-3.87,5,손절
005930,dual_momentum,2021-08-11,2021-08-12,71315.3456640625,69812.8594453125,27,-40850.0,-2.11,1,전략 매도
005930,dual_momentum,2021-11-25,2021-11-30,67272.94010937499,64952.22104296875,29,-67583.0,-3.45,5,손절
005930,dual_momentum,2021-11-30,2021-12-02,65082.255519531245,69051.5746171875,29,114810.0,6.1,2,익절
005930,dual_momentum,2021-12-30,2022-01-21,71794.56659374999,69180.3987890625,27,-70863.0,-3.64,22,손절
005930,dual_momentum,2023-04-24,2023-05-26,61610.173624999996,66296.6448046875,31,144972.0,7.61,32,익절
005930,dual_momentum,2023-06-19,2023-08-03,67279.80634375,65205.84997265625,29,-60428.0,-3.08,45,전략 매도
005930,dual_momentum,2023-09-07,2023-09-22,66855.85156249999,65205.84997265625,29,-48134.0,-2.47,15,전략 매도
005930,dual_momentum,2023-10-18,2023-10-23,67300.88990625,65165.7299765625,29,-62203.0,-3.17,5,손절
005930,dual_momentum,2023-10-23,2023-10-26,65296.19189843749,63546.10903125,29,-51029.0,-2.68,3,전략 매도
005930,dual_momentum,2023-11-03,2023-12-20,66441.71909375,71263.0952578125,29,139510.0,7.26,47,익절
005930,dual_momentum,2024-01-09,2024-01-17,71647.9748359375,67963.08607031249,27,-99767.0,-5.14,8,손절
005930,dual_momentum,2024-01-17,2024-02-20,68099.1483046875,70164.7103671875,28,57541.0,3.03,34,전략 매도
005930,dual_momentum,2024-04-15,2024-04-17,79199.8316484375,75868.383796875,24,-80228.0,-4.21,2,손절
005930,dual_momentum,2024-04-17,2024-04-22,76020.272453125,73175.9773359375,25,-71382.0,-3.74,5,손절
005930,dual_momentum,2024-04-22,2024-05-07,73322.47578906249,78176.167453125,26,125891.0,6.62,15,익절
005930,dual_momentum,2024-05-07,2024-05-13,78332.676296875,75387.5916328125,24,-70953.0,-3.76,6,손절
005930,dual_momentum,2024-05-13,2024-05-24,75538.5177421875,72983.646421875,25,-64145.0,-3.38,11,손절
005930,dual_momentum,2024-06-21,2024-07-04,77080.12030468749,81712.1981953125,24,110876.0,6.01,13,익절
005930,dual_momentum,2024-07-12,2024-07-25,81682.241265625,77655.563578125,23,-92881.0,-4.93,13,손절
005930,dual_momentum,2024-07-25,2024-08-05,77811.030171875,68962.7806875,24,-212606.0,-11.37,11,손절
005930,golden_cross,2020-05-21,2020-06-03,43316.4372265625,47167.74987890625,46,176835.0,8.89,13,익절
005930,golden_cross,2020-07-02,2020-07-28,46181.3774296875,51055.24130859375,43,209247.0,10.55,26,익절
005930,golden_cross,2020-09-09,2020-09-29,50982.849886718745,51018.66073828125,39,1098.0,0.07,20,전략 매도
005930,golden_cross,2020-10-07,2020-10-29,52614.01848828125,50931.00629296875,38,-64245.0,-3.2,22,손절
005930,golden_cross,2020-11-10,2020-11-16,52877.53173828124,58119.2054296875,37,193619.0,9.91,6,익절
005930,golden_cross,2021-03-03,2021-03-05,75639.47015625,73780.879640625,26,-48611.0,-2.46,2,전략 매도
005930,golden_cross,2021-03-18,2021-03-19,74648.9571953125,73601.1376875,26,-27530.0,-1.4,1,전략 매도
005930,golden_cross,2021-04-01,2021-04-22,74980.6792109375,74379.5381953125,26,-15920.0,-0.8,21,전략 매도
005930,golden_cross,2021-06-03,2021-06-21,74890.2138359375,72122.8596328125,26,-72232.0,-3.7,18,손절
005930,golden_cross,2021-06-29,2021-07-05,73586.528640625,72895.5236953125,27,-18952.0,-0.94,6,전략 매도
005930,golden_cross,2021-08-04,2021-08-10,75312.64365624999,72714.1583671875,26,-67844.0,-3.45,6,손절
005930,golden_cross,2021-09-03,2021-09-30,69589.25410937499,67502.945109375,28,-58700.0,-3.0,27,전략 매도
005930,golden_cross,2021-11-03,2021-11-11,64260.73951171874,63676.85705859375,31,-18396.0,-0.91,8,전략 매도
005930,golden_cross,2021-11-15,2021-12-02,65173.53420703124,69051.5746171875,30,116030.0,5.95,17,익절
005930,golden_cross,2022-01-13,2022-01-14,71427.7939375,70736.03690625,28,-19666.0,-0.97,1,전략 매도
005930,golden_cross,2022-02-16,2022-02-24,68585.3527734375,65428.54112109375,29,-91832.0,-4.6,8,손절
005930,golden_cross,2022-05-06,2022-05-11,61290.12733593749,60431.8123828125,32,-27756.0,-1.4,5,전략 매도
005930,golden_cross,2022-05-18,2022-05-26,62764.776292968745,60615.78057421875,31,-66901.0,-3.42,8,손절
005930,golden_cross,2022-06-03,2022-06-08,61566.63403515625,60063.8994140625,32,-48376.0,-2.44,5,전략 매도
005930,golden_cross,2022-07-13,2022-07-18,53782.916687499994,57284.673609375,37,129247.0,6.51,5,익절
005930,golden_cross,2022-10-07,2022-11-01,52471.872578124996,55907.86819921875,38,130249.0,6.55,25,익절
005930,golden_cross,2023-01-09,2023-01-27,57027.6972890625,60570.48216796875,35,123679.0,6.21,18,익절
005930,golden_cross,2023-03-22,2023-04-07,57403.49458593749,61298.468296875,34,132116.0,6.79,16,익절
005930,golden_cross,2023-05-04,2023-05-10,61515.67296874999,60921.24043359375,32,-19314.0,-0.97,6,전략 매도
005930,golden_cross,2023-05-19,2023-06-23,64633.98347656249,67522.612921875,30,86355.0,4.47,35,전략 매도
005930,golden_cross,2023-06-27,2023-07-07,68602.72168749999,66248.3806171875,29,-68564.0,-3.43,10,손절
005930,golden_cross,2023-07-17,2023-07-20,69609.84499218749,67290.92296875,28,-65212.0,-3.33,3,손절
005930,golden_cross,2023-09-01,2023-09-21,67425.63953125,65300.6261953125,29,-61909.0,-3.15,20,손절
005930,golden_cross,2023-10-18,2023-10-23,67300.88990625,65165.7299765625,29,-62203.0,-3.17,5,손절
005930,golden_cross,2023-11-03,2023-12-07,66441.71909375,68119.1329921875,30,50016.0,2.52,34,전략 매도
005930,golden_cross,2023-12-12,2023-12-27,70164.76654687499,74663.6600390625,28,125655.0,6.41,15,익절
005930,golden_cross,2024-02-02,2024-02-16,72127.54767968749,69686.08790625,27,-66202.0,-3.38,14,손절
005930,golden_cross,2024-03-14,2024-03-21,71264.31030468749,75908.0550234375,28,129706.0,6.52,7,익절
005930,golden_cross,2024-05-09,2024-05-23,76791.0815546875,75291.4378828125,26,-39284.0,-1.95,14,전략 매도
005930,golden_cross,2024-06-14,2024-07-04,76694.72748437499,81712.1981953125,26,130136.0,6.54,20,익절
005930,golden_cross,2024-08-21,2024-08-27,75778.65607812499,73212.5969296875,26,-67003.0,-3.39,6,손절
005930,golden_cross,2024-11-04,2024-11-05,57128.555859374996,55945.998,35,-41683.0,-2.07,1,전략 매도
005930,golden_cross,2024-11-25,2024-11-28,56349.96554687499,53906.2975546875,35,-85811.0,-4.34,3,손절
005930,golden_cross,2024-12-17,2024-12-19,52749.02054296874,51575.21300390625,37,-43717.0,-2.23,2,전략 매도
005930,rsi_contrarian,2021-10-12,2021-11-22,62982.79878515624,68231.6921953125,31,162398.0,8.33,41,익절
005930,rsi_contrarian,2022-06-15,2022-06-20,55944.525355468744,53993.1168984375,35,-68583.0,-3.49,5,손절
005930,rsi_contrarian,2022-06-20,2022-07-01,54101.2112265625,52009.66873828125,36,-75576.0,-3.87,11,손절
005930,rsi_contrarian,2024-09-10,2024-09-19,64068.29726171874,60946.09836328125,31,-97072.0,-4.87,9,손절
005930,rsi_contrarian,2024-09-19,2024-10-04,61068.11257421874,58859.846859375,32,-70947.0,-3.62,15,손절
005930,rsi_contrarian,2024-11-13,2024-11-18,49245.39541796874,55071.83787890625,39,226909.0,11.83,5,익절
005930,combo,2021-08-13,2021-10-06,67590.5855625,64952.22104296875,29,-76795.0,-3.9,54,손절
005930,breakout,2020-11-13,2020-11-16,55512.632957031245,58119.2054296875,36,93523.0,4.7,3,전략 매도
005930,breakout,2021-08-04,2021-08-10,75312.64365624999,72714.1583671875,26,-67844.0,-3.45,6,손절
005930,breakout,2021-11-22,2021-11-26,68368.29217968749,65863.180265625,29,-72935.0,-3.66,4,손절
005930,breakout,2023-03-24,2023-04-25,59188.55129687499,59978.18443359375,33,25761.0,1.33,32,전략 매도
005930,breakout,2023-05-19,2023-05-30,64633.98347656249,68182.7568046875,30,106156.0,5.49,11,전략 매도
005930,breakout,2023-11-15,2023-12-27,68923.7533359375,74663.6600390625,29,166133.0,8.33,42,익절
005930,breakout,2024-03-20,2024-03-29,73758.08283593749,79233.90553125,27,147526.0,7.42,9,익절
005930,volume_surge,2022-03-24,2022-04-12,64000.776683593744,61627.59196875,31,-73855.0,-3.71,19,손절
005930,volume_surge,2023-03-06,2023-03-10,57779.29579296875,55788.608671875,34,-67968.0,-3.45,4,손절
005930,volume_surge,2024-01-11,2024-01-17,70209.25630468749,67963.08607031249,28,-63178.0,-3.2,6,손절
000660,mean_reversion,2020-08-19,2020-08-20,70476.03844531249,67334.238984375,28,-88253.0,-4.46,1,손절
000660,mean_reversion,2020-08-20,2020-08-25,67469.04226562499,72210.81065625,29,137197.0,7.03,5,익절
000660,mean_reversion,2021-05-12,2021-05-27,113440.95262499999,118898.6776171875,17,92478.0,4.81,15,전략 매도
000660,mean_reversion,2021-08-11,2021-08-12,100150.7929296875,95213.706609375,19,-94076.0,-4.93,1,손절
000660,mean_reversion,2021-08-12,2021-09-01,95404.324640625,102319.187765625,20,137990.0,7.25,20,익절
000660,mean_reversion,2021-10-12,2021-10-15,86860.64887499998,93224.15128125,23,146039.0,7.33,3,익절
000660,mean_reversion,2022-06-17,2022-06-22,92863.1688359375,88639.8417421875,21,-88969.0,-4.55,5,손절
000660,mean_reversion,2022-06-22,2022-07-01,88817.2988828125,84386.9582578125,22,-97746.0,-4.99,9,손절
000660,mean_reversion,2022-07-01,2022-07-07,84555.90111718749,90559.25634375,23,137765.0,7.1,6,익절
000660,mean_reversion,2022-09-23,2022-10-05,80690.4770546875,86926.2913828125,24,149347.0,7.73,12,익절
000660,mean_reversion,2024-07-25,2024-08-02,187562.484484375,170636.41153125,10,-169517.0,-9.02,8,손절
000660,mean_reversion,2024-08-02,2024-08-05,170978.02596874998,153789.52528125,11,-189327.0,-10.05,3,손절
000660,mean_reversion,2024-08-05,2024-08-07,154097.41221875,166794.148265625,12,152061.0,8.24,2,익절
000660,dual_momentum,2021-01-28,2021-02-15,116763.49841406249,125056.7789765625,17,140667.0,7.1,18,익절
000660,dual_momentum,2021-02-15,2021-02-18,125307.14289843748,119372.3909296875,15,-89290.0,-4.74,3,손절
000660,dual_momentum,2021-02-18,2021-02-22,119611.3746953125,129320.0895234375,16,155029.0,8.12,4,익절
000660,dual_momentum,2021-02-24,2021-02-25,129104.35037499998,140688.904640625,15,173452.0,8.97,1,익절
000660,dual_momentum,2021-03-04,2021-03-08,134800.1029375,128372.670703125,14,-90254.0,-4.77,4,손절
000660,dual_momentum,2021-03-08,2021-04-08,128629.67304687499,136425.562875,15,116631.0,6.06,31,익절
000660,dual_momentum,2021-04-09,2021-04-21,132901.534390625,125530.4766796875,15,-110848.0,-5.55,12,손절
000660,dual_momentum,2021-04-21,2021-04-23,125781.78894531248,125530.4766796875,15,-4052.0,-0.2,2,전략 매도
000660,dual_momentum,2021-11-03,2021-11-16,100150.7929296875,106108.785,19,112899.0,5.95,13,익절
000660,dual_momentum,2021-11-18,2021-11-22,104422.60735156249,113214.297375,19,166719.0,8.42,4,익절
000660,dual_momentum,2021-11-30,2021-12-07,108219.82264843749,115109.0959921875,18,123696.0,6.37,7,익절
000660,dual_momentum,2021-12-17,2021-12-30,115814.19067968748,125626.763109375,17,166493.0,8.47,13,익절
000660,dual_momentum,2022-01-05,2022-01-21,120593.28531249998,114118.9777265625,16,-103863.0,-5.37,16,손절
000660,dual_momentum,2022-02-08,2022-02-11,118191.04953906249,126585.7250625,16,134011.0,7.1,3,익절
000660,dual_momentum,2022-02-15,2022-02-24,122034.65492968749,117475.407,16,-73230.0,-3.74,9,손절
000660,dual_momentum,2022-10-21,2022-10-25,87779.27752343749,90507.8624765625,22,59730.0,3.11,4,전략 매도
000660,dual_momentum,2023-06-27,2023-07-27,110412.70083593749,121236.969796875,18,194510.0,9.8,30,익절
000660,dual_momentum,2023-08-02,2023-08-11,117071.14168749998,112730.828203125,17,-74073.0,-3.71,9,손절
000660,dual_momentum,2023-08-11,2023-09-12,112956.51554687499,114099.62990625,17,19142.0,1.01,32,전략 매도
000660,dual_momentum,2023-09-14,2023-09-20,119716.26854687498,115370.6778984375,16,-69806.0,-3.63,6,손절
000660,dual_momentum,2023-09-20,2023-09-25,115601.65022656249,114392.9534765625,17,-20840.0,-1.05,5,전략 매도
000660,dual_momentum,2023-10-10,2023-10-17,117372.10641406248,127430.0283515625,17,170660.0,8.57,7,익절
000660,dual_momentum,2023-10-19,2023-10-26,123461.7211953125,117627.7154765625,16,-93626.0,-4.73,7,손절
000660,dual_momentum,2023-10-26,2023-10-31,117863.20639843748,114000.869390625,16,-62071.0,-3.28,5,손절
000660,dual_momentum,2023-10-31,2023-11-01,114229.09935937499,117921.7804921875,17,62475.0,3.23,1,전략 매도
000660,dual_momentum,2023-11-02,2023-11-06,123068.82087499999,130370.7253359375,16,116518.0,5.93,4,익절
000660,dual_momentum,2023-11-08,2023-12-14,125327.88236718749,133997.571421875,15,129744.0,6.92,36,익절
000660,dual_momentum,2024-01-03,2024-01-16,134650.76625,129764.808421875,14,-68676.0,-3.63,13,손절
000660,dual_momentum,2024-01-16,2024-01-19,130024.59782812498,138802.183875,15,131351.0,6.75,3,익절
000660,dual_momentum,2024-01-23,2024-01-26,138587.90257812498,133595.86415625,14,-70169.0,-3.6,3,손절
